StateName,st_pcode,StateNameMM,District,dt_pcode,DistrictMM,TownshipName,ts_pcode,TownshipNameMM,Voters reported by UEC
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,KATHA,MMR005D004,ကသာခရိုင်,Pinlebu,MMR005026,ပင်လည်ဘူး,71884
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,KATHA,MMR005D004,ကသာခရိုင်,Tigyaing,MMR005022,ထီးချိုင့်,82732
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,KATHA,MMR005D004,ကသာခရိုင်,Wuntho,MMR005025,ဝန်းသို,49844
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MAWLAIK,MMR005D007,မော်လိုက်ခရိုင်,Mawlaik,MMR005031,မော်လိုက်,36702
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MAWLAIK,MMR005D007,မော်လိုက်ခရိုင်,Paungbyin,MMR005032,ဖေါင်းပြင်,73268
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MONYWA,MMR005D003,မုံရွာခရိုင်,Ayadaw,MMR005014,အရာတော်,126482
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MONYWA,MMR005D003,မုံရွာခရိုင်,Budalin,MMR005013,ဘုတလင်,105915
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MONYWA,MMR005D003,မုံရွာခရိုင်,Chaung-U,MMR005015,ချောင်းဦး,80825
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,MONYWA,MMR005D003,မုံရွာခရိုင်,Monywa,MMR005012,မုံရွာ,259470
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SAGAING,MMR005D001,စစ်ကိုင်းခရိုင်,Myaung,MMR005003,မြောင်,81693
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SAGAING,MMR005D001,စစ်ကိုင်းခရိုင်,Myinmu,MMR005002,မြင်းမူ,85966
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SAGAING,MMR005D001,စစ်ကိုင်းခရိုင်,Sagaing,MMR005001,စစ်ကိုင်း,221336
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SHWEBO,MMR005D002,ရွှေဘိုခရိုင်,Khin-U,MMR005005,ခင်ဦး,113384
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SHWEBO,MMR005D002,ရွှေဘိုခရိုင်,Shwebo,MMR005004,ရွှေဘို,208016
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SHWEBO,MMR005D002,ရွှေဘိုခရိုင်,Tabayin,MMR005010,ဒီပဲယင်း,115560
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,SHWEBO,MMR005D002,ရွှေဘိုခရိုင်,Wetlet,MMR005006,ဝက်လက်,175890
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,TAMU,MMR005D006,တမူးခရိုင်,Tamu,MMR005030,တမူး,69762
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,YINMARPIN,MMR005D009,ယင်းမာပင်ခရိုင်,Kani,MMR005017,ကနီ,99095
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,YINMARPIN,MMR005D009,ယင်းမာပင်ခရိုင်,Pale,MMR005019,ပုလဲ,113977
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,YINMARPIN,MMR005D009,ယင်းမာပင်ခရိုင်,Salingyi,MMR005018,ဆားလင်းကြီး,99111
Sagaing Region,MMR005,စစ်ကိုင်းတိုင်းဒေသကြီး,YINMARPIN,MMR005D009,ယင်းမာပင်ခရိုင်,Yinmarbin,MMR005016,ယင်းမာပင်,111838
Shan State (South),MMR014,ရှမ်းပြည်နယ်,DANU SAZ,MMR014D001,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Pindaya,MMR014006,ပင်းတယ,54507
Shan State (South),MMR014,ရှမ်းပြည်နယ်,DANU SAZ,MMR014D001,ဓနုကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Ywangan,MMR014007,ရွာငံ,54737
Shan State (North),MMR015,ရှမ်းပြည်နယ်,HOPAN,MMR015D006,ဟိုပန်ခရိုင်,Hopang,MMR015021,ဟိုပန်,17474
Shan State (North),MMR015,ရှမ်းပြည်နယ်,HOPAN,MMR015D006,ဟိုပန်ခရိုင်,Mongmao,MMR015008,မိုင်းမော,
Shan State (North),MMR015,ရှမ်းပြည်နယ်,HOPAN,MMR015D006,ဟိုပန်ခရိုင်,Pangwaun,MMR015007,ပန်ဝိုင်း,
Shan State (East),MMR016,ရှမ်းပြည်နယ်,KENGTUNG,MMR016D001,ကျိုင်းတုံခရိုင်,Kengtung,MMR016001,ကျိုင်းတုံ,112434
Shan State (East),MMR016,ရှမ်းပြည်နယ်,KENGTUNG,MMR016D001,ကျိုင်းတုံခရိုင်,Mongkhet,MMR016002,မိုင်းခတ်,16481
Shan State (East),MMR016,ရှမ်းပြည်နယ်,KENGTUNG,MMR016D001,ကျိုင်းတုံခရိုင်,Mongla,MMR016005,မိုင်းလား,
Shan State (East),MMR016,ရှမ်းပြည်နယ်,KENGTUNG,MMR016D001,ကျိုင်းတုံခရိုင်,Mongping,MMR016007,မိုင်းပျင်း,35729
Shan State (East),MMR016,ရှမ်းပြည်နယ်,KENGTUNG,MMR016D001,ကျိုင်းတုံခရိုင်,Mongyang,MMR016003,မိုင်းယန်း,7903
Shan State (North),MMR015,ရှမ်းပြည်နယ်,KYAUKME,MMR015D003,ကျောက်မဲခရိုင်,Hsipaw,MMR015014,သီပေါ,118585
Shan State (North),MMR015,ရှမ်းပြည်နယ်,KYAUKME,MMR015D003,ကျောက်မဲခရိုင်,Kyaukme,MMR015012,ကျောက်မဲ,128281
Shan State (North),MMR015,ရှမ်းပြည်နယ်,KYAUKME,MMR015D003,ကျောက်မဲခရိုင်,Namtu,MMR015015,နမ္မတူ,35508
Shan State (North),MMR015,ရှမ်းပြည်နယ်,KYAUKME,MMR015D003,ကျောက်မဲခရိုင်,Nawnghkio,MMR015013,နောင်ချို,86961
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LANGKHO,MMR014D003,လင်ခေးခရိုင်,Langkho,MMR014018,လင်းခေး,37290
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LANGKHO,MMR014D003,လင်ခေးခရိုင်,Mawkmai,MMR014020,မောက်မယ်,22267
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LANGKHO,MMR014D003,လင်ခေးခရိုင်,Mongnai,MMR014019,မိုးနဲ,31197
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LANGKHO,MMR014D003,လင်ခေးခရိုင်,Mongpan,MMR014021,မိုင်းပန်,15961
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LASHIO,MMR015D001,လားရှိုးခရိုင်,Hseni,MMR015002,သိန်းနီ,35284
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LASHIO,MMR015D001,လားရှိုးခရိုင်,Kunlong,MMR015020,ကွမ်းလုံ,32590
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LASHIO,MMR015D001,လားရှိုးခရိုင်,Lashio,MMR015001,လားရှိုး,178977
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LASHIO,MMR015D001,လားရှိုးခရိုင်,Mongyai,MMR015003,မိုင်းရယ်,39685
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LASHIO,MMR015D001,လားရှိုးခရိုင်,Tangyan,MMR015004,တန့်ယန်း,105765
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LAUKINE,MMR015D005,လောက်ကိုင်ခရိုင်,Konkyan,MMR015023,ကုန်းကြမ်း,18412
Shan State (North),MMR015,ရှမ်းပြည်နယ်,LAUKINE,MMR015D005,လောက်ကိုင်ခရိုင်,Laukkaing,MMR015022,လောက်ကိုင်,28533
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Kunhing,MMR014014,ကွန်ဟိန်း,38453
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Kyethi,MMR014015,ကျေးသီး,
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Laihka,MMR014012,လဲချား,35165
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Loilen,MMR014011,လွိုင်လင်,84987
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Monghsu,MMR014017,မိုင်းရှုး,
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Mongkaing,MMR014016,မိုင်းကိုင်,45731
Shan State (South),MMR014,ရှမ်းပြည်နယ်,LOILIN,MMR014D002,လွိုင်လင်ခရိုင်,Nansang (North),MMR014013,နမ့်စန်,76439
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MAKMAN,MMR015D007,ကျိုင်းတုံခရိုင်,Matman,MMR015024,မက်မန်း,10120
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MAKMAN,MMR015D007,ကျိုင်းတုံခရိုင်,Narphan,MMR015006,နားဖန့်,
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MAKMAN,MMR015D007,ကျိုင်းတုံခရိုင်,Pangsang,MMR015005,ပန်ဆန်း,
Shan State (East),MMR016,ရှမ်းပြည်နယ်,MONGHSAT,MMR016D002,မိုင်းဆက်ခရိုင်,Monghsat,MMR016006,မိုင်းဆတ်,40697
Shan State (East),MMR016,ရှမ်းပြည်နယ်,MONGHSAT,MMR016D002,မိုင်းဆက်ခရိုင်,Mongton,MMR016008,မိုင်းတုံ,30912
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MONGMIT,MMR015D009,မိုးမိတ်ခရိုင်,Mabein,MMR015018,မဘိန်းမြို့နယ်,25299
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MONGMIT,MMR015D009,မိုးမိတ်ခရိုင်,Mongmit,MMR015017,မိုးမိတ်မြို့နယ်,44224
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MUSE,MMR015D002,မူဆယ်ခရိုင်,Kutkai,MMR015011,ကွတ်ခိုင်,123897
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MUSE,MMR015D002,မူဆယ်ခရိုင်,MuSe,MMR015009,မူဆယ်,93121
Shan State (North),MMR015,ရှမ်းပြည်နယ်,MUSE,MMR015D002,မူဆယ်ခရိုင်,Namhkan,MMR015010,နမ့်ခမ်း,77311
Shan State (North),MMR015,ရှမ်းပြည်နယ်,PALAUNG,MMR015D008,ပလောင်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Manton,MMR015019,မန်တုန်,23277
Shan State (North),MMR015,ရှမ်းပြည်နယ်,PALAUNG,MMR015D008,ပလောင်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Namhsan (North),MMR015016,နမ့်ဆန်,50880
Shan State (South),MMR014,ရှမ်းပြည်နယ်,PAO SAZ,MMR014D004,ပအို့ဝ်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Hopong,MMR014003,ဟိုပုံး,75072
Shan State (South),MMR014,ရှမ်းပြည်နယ်,PAO SAZ,MMR014D004,ပအို့ဝ်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Hsihseng,MMR014004,ဆီဆိုင်,95770
Shan State (South),MMR014,ရှမ်းပြည်နယ်,PAO SAZ,MMR014D004,ပအို့ဝ်ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,Pinlaung,MMR014009,ပင်လောင်း,119907
Shan State (East),MMR016,ရှမ်းပြည်နယ်,TACHILEIK,MMR016D003,တာချီလိတ်ခရိုင်,Monghpyak,MMR016010,မိုင်းဖြတ်,19516
Shan State (East),MMR016,ရှမ်းပြည်နယ်,TACHILEIK,MMR016D003,တာချီလိတ်ခရိုင်,Mongyawng,MMR016011,မိုင်းယောင်း,25024
Shan State (East),MMR016,ရှမ်းပြည်နယ်,TACHILEIK,MMR016D003,တာချီလိတ်ခရိုင်,Tachileik,MMR016009,တာချီလိတ်,109827
Shan State (South),MMR014,ရှမ်းပြည်နယ်,TAUNGGYI,MMR014D001,တောင်ကြီးခရိုင်,Kalaw,MMR014005,ကလော,119044
Shan State (South),MMR014,ရှမ်းပြည်နယ်,TAUNGGYI,MMR014D001,တောင်ကြီးခရိုင်,Lawksawk,MMR014008,ရပ်စောက်,100966
Shan State (South),MMR014,ရှမ်းပြည်နယ်,TAUNGGYI,MMR014D001,တောင်ကြီးခရိုင်,Nyaungshwe,MMR014002,ညောင်ရွှေ,124507
Shan State (South),MMR014,ရှမ်းပြည်နယ်,TAUNGGYI,MMR014D001,တောင်ကြီးခရိုင်,Pekon,MMR014010,ဖယ်ခုံ,57068
Shan State (South),MMR014,ရှမ်းပြည်နယ်,TAUNGGYI,MMR014D001,တောင်ကြီးခရိုင်,Taunggyi,MMR014001,တောင်ကြီး,278846
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,DAWEI,MMR006D001,ထားဝယ်ခရိုင်,Dawei,MMR006001,ထားဝယ်,107933
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,DAWEI,MMR006D001,ထားဝယ်ခရိုင်,Launglon,MMR006002,လောင်းလုံ,113636
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,DAWEI,MMR006D001,ထားဝယ်ခရိုင်,Thayetchaung,MMR006003,သရက်ချောင်း,96991
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,DAWEI,MMR006D001,ထားဝယ်ခရိုင်,Yebyu,MMR006004,ရေဖြူ,99983
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,MYEIK,MMR006D002,မြိတ်ခရိုင်,Myeik,MMR006005,မြိတ်,171634
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,MYEIK,MMR006D002,မြိတ်ခရိုင်,Kyunsu,MMR006006,ကျွန်းစု,99641
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,MYEIK,MMR006D002,မြိတ်ခရိုင်,Palaw,MMR006007,ပုလော,90419
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,MYEIK,MMR006D002,မြိတ်ခရိုင်,Tanintharyi,MMR006008,တနင်္သာရီ,63373
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,KAWTHOUNG,MMR006D003,ကော့သောင်းခရိုင်,Kawthoung,MMR006009,ကော့သောင်း,96344
Tanintharyi Region,MMR006,တနသာရီတိုင်းဒေသကြီး,KAWTHOUNG,MMR006D003,ကော့သောင်းခရိုင်,Bokpyin,MMR006010,ဘုတ်ပြင်း,45054
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Botahtaung,MMR013017,ဗိုလ်တထောင်,39776
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Dagon Myothit (East),MMR013020,ဒဂုံမြို့သစ်အရှေ့ပိုင်း,110949
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Dagon Myothit (North),MMR013019,ဒဂုံမြို့သစ်မြောက်ပိုင်း,124126
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Dagon Myothit (Seikkan),MMR013021,ဒဂုံမြို့သစ်ဆိပ်ကမ်း,82304
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Dagon Myothit (South),MMR013018,ဒဂုံမြို့သစ်တောင်ပိုင်း,174041
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Dawbon,MMR013014,ဒေါပုံ,41606
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Mingalartaungnyunt,MMR013022,မင်္ဂလာတောင်ညွန့်,82138
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,North Okkalapa,MMR013012,မြောက်ဥက္ကလာပ,224099
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Pazundaung,MMR013016,ပုဇွန်တောင်,31056
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,South Okkalapa,MMR013011,တောင်ဥက္ကလာပ,191899
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Tamwe,MMR013015,တာမွေ,92987
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Thaketa,MMR013013,သာကေတ,131811
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Thingangyun,MMR013009,သင်္ဃန်းကျွန်း,131586
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,EAST YANGON,MMR013D002,ရန်ကုန်အရှေ့ပိုင်းခရိုင်,Yankin,MMR013010,ရန်ကင်း,66079
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Hlaingtharya,MMR013008,လှိုင်သာယာ,454307
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Hlegu,MMR013004,လှည်းကူး,172188
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Hmawbi,MMR013003,မှော်ဘီ,159716
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Htantabin,MMR013006,ထန်းတပင်,95713
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Insein,MMR013001,အင်းစိန်,185718
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Mingaladon,MMR013002,မင်္ဂလာဒုံ,262308
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Shwepyithar,MMR013007,ရွှေပြည်သာ,216825
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,NORTH YANGON,MMR013D001,ရန်ကုန်မြောက်ပိုင်းခရိုင်,Taikkyi,MMR013005,တိုက်ကြီး,218555
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Cocokyun,MMR013032,ကိုကိုးကျွန်း,1573
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Dala,MMR013030,ဒလ,113594
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Kawhmu,MMR013028,ကော့မှုး,92138
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Kayan,MMR013026,ခရမ်း,119217
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Kungyangon,MMR013029,ကွမ်းခြံကုန်း,83761
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Kyauktan,MMR013024,ကျောက်တန်း,129856
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Seikgyikanaungto,MMR013031,ဆိပ်ကြီးခနောင်တို,26715
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Thanlyin,MMR013023,သန်လျှင်,175723
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Thongwa,MMR013025,သုံးခွ,120341
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,SOUTH YANGON,MMR013D003,ရန်ကုန်တောင်ပိုင်းခရိုင်,Twantay,MMR013027,တွံတေး,158671
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Ahlone,MMR013037,အလုံ,46286
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Bahan,MMR013044,ဗဟန်း,62006
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Dagon,MMR013043,ဒဂုံ,24937
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Hlaing,MMR013040,လှိုင်,116324
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Kamaryut,MMR013041,ကမာရွတ်,58667
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Kyauktada,MMR013033,ကျောက်တံတား,23290
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Kyeemyindaing,MMR013038,ကြည့်မြင်တိုင်,69814
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Lanmadaw,MMR013035,လမ်းမတော်,33941
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Latha,MMR013036,လသာ,22775
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Mayangone,MMR013042,မရမ်းကုန်း,130369
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Pabedan,MMR013034,ပန်းပဲတန်း,27207
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Sanchaung,MMR013039,စမ်းချောင်း,62029
Yangon Region,MMR013,ရန်ကုန်တိုင်းဒေသကြီး,WEST YANGON,MMR013D004,ရန်ကုန်အနောက်ပိုင်းခရိုင်,Seikkan,MMR013045,ဆိပ်ကမ်း,1950
